distance_km,weight_kg,volume_l,urgency,hour,day_of_week,demand_score,price
15.33,16.1,71.0,normal,20,6,0.83,262.12
37.08,19.6,1.8,normal,13,5,1.3,706.34
10.43,17.8,61.2,express,23,6,1.39,489.34
38.62,2.0,18.7,express,2,2,1.13,823.47
30.02,11.5,67.9,normal,14,1,0.56,261.6
5.97,17.5,60.1,normal,6,0,1.14,223.04
11.21,6.9,7.0,express,11,4,1.07,303.9
44.84,1.5,39.3,normal,23,2,1.44,881.55
30.51,8.8,60.0,same_day,8,6,1.43,1199.26
39.13,19.2,69.3,same_day,13,5,0.75,801.0
30.33,1.3,28.1,same_day,1,5,1.21,939.25
21.07,15.6,5.9,same_day,19,4,0.87,553.33
13.33,21.1,6.2,same_day,23,2,1.31,576.67
37.34,10.4,2.4,express,2,5,0.62,451.07
20.77,22.9,71.7,normal,10,5,0.84,311.11
25.47,24.4,42.3,same_day,14,4,0.55,421.19
41.22,7.0,5.9,normal,17,6,0.73,413.17
36.85,21.2,12.9,express,7,6,0.73,555.57
17.66,17.3,3.4,normal,14,5,1.26,384.57
27.04,22.3,71.3,express,0,2,0.61,385.35
34.75,5.3,33.0,same_day,15,4,1.11,958.52
24.08,18.6,14.6,normal,12,0,0.93,359.46
11.27,17.5,33.7,express,11,1,0.57,185.65
40.54,22.7,62.0,express,3,3,1.26,1093.42
19.8,1.3,51.5,express,0,4,1.35,624.34
27.33,24.7,13.8,express,18,5,1.15,686.56
3.37,9.8,57.7,express,20,1,0.73,147.87
36.76,16.3,42.6,same_day,11,0,1.01,1011.66
5.84,6.3,6.1,express,19,3,1.18,220.51
8.27,2.6,44.7,express,5,4,1.03,250.27
34.71,4.5,49.1,normal,4,0,1.49,746.56
43.62,6.0,64.6,express,13,0,0.99,838.04
32.29,6.6,69.7,normal,9,3,1.09,541.55
5.36,9.0,67.4,express,4,6,0.95,225.39
8.64,5.9,21.2,express,1,4,1.42,354.57
41.97,3.7,42.7,normal,1,2,0.89,517.63
37.73,22.3,59.3,same_day,13,1,0.52,536.09
1.06,14.5,68.6,same_day,15,2,0.74,175.58
27.49,16.9,23.9,same_day,6,6,1.01,741.21
44.88,22.7,10.2,same_day,13,3,0.93,1106.59
40.71,18.1,19.1,express,18,3,1.48,1262.86
40.59,9.9,77.2,normal,13,6,1.0,570.56
5.58,2.2,8.3,normal,12,6,0.87,103.94
36.84,12.7,44.5,express,23,0,1.31,1015.81
30.02,16.7,3.6,express,6,2,1.02,654.17
25.8,10.5,75.2,same_day,7,4,1.08,822.59
31.43,1.6,32.3,same_day,2,5,1.37,1092.02
41.9,19.3,46.5,normal,16,6,1.29,793.26
6.23,18.9,19.1,express,5,5,0.76,182.06
38.78,6.9,19.2,same_day,2,6,1.28,1273.55
41.91,24.1,13.6,normal,23,5,1.4,846.15
44.78,3.3,31.6,normal,18,2,1.02,634.57
7.41,19.0,57.4,express,7,5,0.93,273.28
32.94,3.3,73.3,same_day,1,6,1.04,954.9
8.51,5.2,57.1,same_day,17,6,1.07,377.32
5.69,15.6,47.5,express,1,1,1.42,359.19
43.6,8.5,30.4,normal,22,2,1.44,884.86
38.98,10.3,28.6,normal,6,4,0.93,520.51
16.58,13.6,5.6,same_day,19,2,0.56,294.33
14.65,24.5,10.2,same_day,8,1,1.29,620.06
21.03,24.3,26.4,normal,1,0,1.07,386.99
39.15,9.2,73.8,same_day,18,1,1.02,1068.42
19.46,17.7,29.8,normal,1,3,0.76,242.46
35.77,5.7,17.9,express,12,1,1.3,867.9
18.07,0.6,55.8,normal,0,6,0.78,238.93
28.74,13.5,56.2,express,17,2,0.68,407.17
4.02,20.6,30.1,normal,16,2,1.26,202.99
30.8,20.8,46.2,normal,3,3,1.14,568.09
33.17,20.6,11.8,express,21,5,1.0,715.3
35.88,10.2,71.5,normal,5,1,0.99,523.78
38.73,13.7,49.5,same_day,10,3,1.3,1353.82
6.56,22.3,50.4,express,22,0,1.39,398.52
11.12,13.2,37.5,same_day,20,3,1.47,597.57
38.14,6.6,5.1,express,21,5,1.03,786.08
1.11,5.0,22.2,same_day,17,0,0.53,80
41.08,5.7,1.3,express,12,0,1.42,1121.23
10.69,0.7,18.2,normal,10,4,0.59,111.53
23.83,13.6,54.8,same_day,17,3,1.22,884.62
34.98,9.4,24.9,same_day,15,4,0.77,705.3
3.51,12.9,7.9,same_day,10,5,0.68,150.45
34.43,2.8,15.7,same_day,12,6,0.65,529.81
13.66,22.1,49.2,express,15,0,1.42,566.95
28.38,8.9,17.3,same_day,15,6,1.09,846.0
17.94,12.1,38.4,normal,9,6,0.53,164.92
11.07,0.8,30.1,same_day,13,4,0.63,235.33
23.79,17.8,20.7,express,17,3,0.99,551.05
11.91,10.2,20.2,normal,22,6,0.77,179.34
18.28,18.4,22.5,normal,15,5,0.54,167.17
28.5,3.6,12.3,same_day,6,1,0.88,625.22
29.39,4.7,27.6,express,22,2,0.72,410.54
43.67,22.8,34.2,express,2,5,1.31,1166.66
44.44,22.3,27.0,normal,6,6,1.37,889.97
7.41,23.3,12.9,normal,0,0,1.34,258.8
31.72,5.0,19.6,same_day,15,4,1.2,1000.74
41.13,2.7,55.3,normal,23,5,0.7,392.3
12.58,16.2,70.6,same_day,10,6,0.69,334.48
16.94,11.9,49.4,express,5,4,0.63,279.06
22.91,16.5,12.2,same_day,18,0,0.91,610.7
29.27,13.6,79.5,same_day,17,6,1.36,1154.19
25.39,16.3,2.8,normal,9,0,1.37,520.53
10.7,23.8,1.5,express,6,1,1.36,424.67
38.15,11.8,20.6,normal,20,1,1.22,683.61
2.57,6.1,68.1,express,1,2,0.53,90.79
5.32,22.4,56.9,same_day,21,0,1.47,481.02
6.35,20.9,70.2,express,11,5,0.87,249.97
33.77,6.8,26.9,normal,0,1,1.17,548.58
41.82,22.4,47.5,same_day,10,1,1.14,1297.78
8.33,5.5,15.8,express,14,6,0.52,118.59
12.72,5.4,38.6,same_day,9,3,1.26,550.06
44.73,2.2,69.6,same_day,11,5,0.51,574.85
8.8,5.3,79.5,same_day,10,2,0.54,207.89
18.2,22.8,73.0,normal,23,3,1.35,461.79
16.62,18.2,42.0,same_day,7,1,1.16,657.01
29.49,5.5,10.9,express,2,5,0.92,519.92
31.87,22.7,6.4,express,0,6,0.54,352.63
43.4,16.9,36.1,express,7,1,0.67,559.23
4.06,8.5,64.1,express,23,4,0.74,154.84
20.05,22.0,63.3,express,22,6,0.8,409.11
29.62,4.0,46.6,same_day,10,2,1.44,1091.4
44.9,20.2,13.1,normal,9,0,0.56,347.76
22.39,0.8,78.6,same_day,0,5,0.94,580.83
35.42,13.8,39.1,express,1,3,1.44,1074.02
16.79,5.9,51.7,same_day,16,3,0.52,266.46
24.27,17.3,1.4,same_day,4,5,1.41,909.49
2.05,13.4,35.7,same_day,2,4,0.94,192.73
21.2,14.9,50.5,express,23,0,0.52,253.04
24.79,19.6,21.8,normal,1,6,0.54,210.5
7.42,16.3,31.6,normal,7,1,1.07,196.44
11.92,16.1,12.7,normal,2,5,0.77,181.6
21.29,14.5,5.9,normal,16,0,0.97,342.97
32.19,21.0,43.2,same_day,16,0,0.59,536.09
36.65,6.0,2.4,same_day,1,6,0.5,450.2
33.15,24.7,64.0,express,23,5,0.89,673.12
20.73,4.8,4.7,express,11,1,0.59,258.87
7.21,21.1,34.4,normal,15,4,0.97,191.06
37.53,0.7,38.9,same_day,1,2,0.77,712.98
22.95,3.0,79.6,express,8,6,0.9,458.39
26.92,23.6,60.9,normal,9,5,1.41,631.56
4.02,1.6,19.9,express,22,0,1.39,220.18
2.36,14.4,17.2,same_day,22,0,1.13,241.89
41.35,3.0,7.2,same_day,12,1,1.43,1382.06
42.44,3.9,60.0,normal,11,5,0.72,413.99
13.1,15.6,60.4,normal,7,3,1.21,313.52
27.31,4.5,24.0,same_day,19,3,1.16,810.69
41.45,9.8,60.7,express,7,0,1.48,1191.71
38.86,12.7,68.0,express,10,3,1.0,793.07
10.13,22.9,72.3,express,10,3,1.34,480.23
19.07,22.0,69.0,express,11,0,0.85,418.09
41.97,0.9,77.4,same_day,15,1,1.02,1124.44
26.33,15.7,73.1,same_day,16,6,1.4,1058.3
15.85,7.8,79.9,same_day,2,3,1.2,611.58
7.12,8.7,62.5,express,4,4,0.63,169.48
37.36,11.7,68.5,same_day,17,6,0.78,798.78
2.44,4.5,1.8,same_day,16,5,0.97,159.7
25.33,21.3,61.2,same_day,10,0,1.27,982.06
44.34,3.8,42.1,normal,13,2,1.46,861.53
42.23,4.2,22.2,same_day,9,3,1.35,1406.54
18.7,2.5,47.0,express,21,2,0.85,368.9
7.7,4.2,43.7,normal,5,0,1.19,213.51
4.4,24.9,24.3,same_day,19,5,1.04,308.98
27.7,5.4,42.0,normal,5,5,0.68,268.93
36.4,20.7,46.0,express,17,0,0.87,667.75
10.28,18.2,27.4,normal,10,4,0.69,149.71
34.98,16.2,60.9,express,2,5,1.47,1097.36
13.76,18.5,72.4,same_day,18,3,1.43,721.44
5.94,6.7,19.7,normal,22,4,1.2,166.04
20.09,16.0,63.6,normal,3,4,1.41,510.37
26.99,11.1,56.7,express,15,4,1.37,820.94
24.7,10.7,64.4,same_day,10,5,1.39,972.91
22.06,20.0,31.8,express,12,5,1.32,687.84
7.15,17.3,40.4,same_day,4,6,1.26,450.84
26.14,12.8,74.8,same_day,1,3,1.14,899.86
1.91,11.3,58.5,express,15,2,0.66,113.08
9.6,11.7,79.3,same_day,12,3,0.7,280.88
22.74,9.3,25.9,express,0,6,1.09,514.28
32.6,20.7,71.1,express,20,1,1.38,951.48
39.16,13.7,24.1,express,0,6,1.02,836.24
6.23,18.8,78.9,normal,12,2,1.05,204.8
27.35,8.3,38.1,same_day,8,5,0.98,723.77
42.14,7.2,69.1,normal,16,3,1.17,685.67
13.42,0.6,71.6,normal,8,3,1.33,314.57
13.5,11.0,1.0,normal,23,2,1.32,314.49
18.98,12.1,38.9,normal,8,4,1.12,371.33
31.63,2.2,12.3,normal,17,2,0.81,365.6
20.62,17.6,49.1,normal,3,5,1.21,412.87
16.89,17.7,63.2,express,14,2,1.01,450.45
44.32,14.0,19.1,normal,12,2,1.0,620.77
29.92,11.0,79.8,same_day,22,4,1.43,1159.46
36.84,3.0,15.0,same_day,16,1,0.78,728.1
5.04,23.1,4.1,express,2,6,0.69,148.34
34.04,4.5,23.2,same_day,22,6,1.26,1049.39
30.55,23.0,62.3,normal,7,3,0.66,319.88
6.32,10.7,11.2,same_day,20,0,1.04,274.02
30.18,18.4,39.7,express,8,3,0.51,340.97
11.03,3.5,55.3,express,23,1,1.09,318.43
23.19,10.9,23.4,normal,11,0,1.44,537.42
33.14,21.5,79.7,express,14,4,1.49,1114.37
18.67,10.1,66.2,same_day,19,6,0.53,316.34
20.09,1.9,28.0,same_day,3,4,0.93,527.81
44.05,18.4,73.2,normal,23,5,0.89,568.52
40.37,3.6,45.0,normal,0,5,1.19,669.01
28.95,22.0,21.0,normal,23,3,0.97,434.62
7.2,4.8,58.4,normal,15,2,1.0,169.32
11.85,0.8,65.7,same_day,9,3,1.29,509.79
8.84,20.4,63.7,same_day,18,0,0.82,351.87
16.83,6.6,56.2,normal,19,0,0.68,199.59
34.42,21.5,2.2,same_day,6,2,1.15,1079.14
13.38,8.7,49.8,normal,16,0,0.52,126.87
6.93,0.9,31.7,express,14,0,0.66,133.42
21.44,14.9,58.8,express,1,4,0.91,483.7
30.69,8.6,24.9,normal,6,0,0.78,333.52
12.46,9.5,72.6,express,12,3,1.12,380.41
12.05,4.2,39.2,normal,15,2,0.59,136.34
2.21,21.2,69.5,express,19,3,1.49,306.28
16.74,1.5,35.3,express,14,4,1.21,444.86
41.52,15.4,24.3,same_day,5,3,0.54,585.99
28.4,23.7,24.9,same_day,4,3,0.88,740.18
23.81,7.3,63.9,same_day,9,4,1.38,958.22
29.48,13.5,55.1,same_day,1,0,1.15,985.1
2.45,22.8,66.9,same_day,11,4,1.4,399.73
40.43,20.8,75.7,normal,9,6,0.72,422.32
35.65,8.4,50.3,express,8,0,0.62,462.01
28.05,10.6,29.4,normal,21,2,1.23,544.74
24.31,8.8,64.4,normal,23,1,1.4,522.53
34.55,11.3,51.3,same_day,14,6,1.39,1283.5
43.2,22.4,44.5,same_day,14,1,0.56,651.92
12.81,20.3,67.9,express,14,1,1.37,508.35
34.99,1.1,72.3,express,5,2,1.03,709.81
44.74,18.4,2.9,normal,4,5,1.2,765.59
13.68,15.3,79.0,express,9,3,1.06,420.27
25.67,18.6,54.6,same_day,13,3,1.47,1133.63
27.3,18.8,62.8,express,13,4,0.82,532.12
1.48,2.0,32.3,normal,4,6,0.74,80
23.13,21.3,9.1,express,20,4,1.08,552.17
4.53,10.3,38.9,same_day,4,5,0.76,194.5
6.68,12.4,48.2,normal,4,0,1.03,186.39
13.4,15.5,17.0,normal,12,5,0.56,146.42
22.99,7.8,39.3,same_day,9,0,1.3,839.74
18.46,20.1,37.7,same_day,10,1,0.6,364.49
13.83,7.4,64.8,express,3,5,0.79,297.95
31.56,0.8,52.1,normal,4,4,1.24,552.05
16.82,3.7,50.4,express,17,6,1.21,488.14
4.81,12.5,65.8,same_day,1,4,0.97,280.6
38.8,1.0,36.5,normal,14,2,1.11,603.78
43.99,12.8,71.1,normal,21,1,1.1,715.72
7.52,22.8,4.6,normal,4,4,0.95,177.72
43.08,23.3,62.6,same_day,20,4,0.95,1056.08
9.69,6.3,62.7,same_day,8,0,0.9,325.68
32.4,0.8,29.7,express,13,4,1.41,918.98
43.09,14.4,23.5,normal,1,3,1.11,654.98
29.5,19.4,24.6,same_day,9,6,0.84,690.82
9.95,22.1,20.0,express,14,1,1.09,345.54
23.38,13.6,34.8,normal,6,5,0.6,219.9
42.57,1.1,22.0,normal,23,4,1.06,622.8
25.4,11.6,43.7,normal,9,3,1.09,418.24
4.64,13.3,4.3,express,23,1,1.28,248.92
4.31,12.7,35.9,express,2,6,1.48,313.19
14.06,3.4,30.6,same_day,19,0,0.84,352.57
35.07,23.5,55.9,express,9,4,0.59,458.49
42.26,16.0,36.2,same_day,19,1,0.6,631.54
14.86,5.5,29.5,normal,6,4,1.0,245.53
28.93,12.5,7.5,normal,20,2,1.04,450.64
17.44,6.7,38.5,same_day,3,2,1.31,683.26
10.62,3.2,13.1,normal,14,0,1.15,218.7
32.32,19.2,57.5,normal,8,0,0.93,492.23
12.69,3.7,5.6,same_day,6,0,0.64,241.41
1.4,13.7,44.0,express,0,2,1.04,170.33
16.93,0.5,59.8,express,19,5,0.62,250.99
20.25,6.3,59.1,express,7,2,1.33,594.45
39.13,17.2,66.1,express,7,5,0.89,708.55
10.3,2.3,50.0,same_day,3,5,1.04,370.57
30.13,3.1,34.7,same_day,14,0,0.67,524.13
3.07,12.4,74.2,express,1,0,0.99,199.36
16.14,20.1,32.7,normal,12,2,1.41,411.59
43.07,21.9,66.9,normal,8,4,1.28,817.98
1.09,0.6,22.9,normal,23,6,1.48,108.5
40.04,21.6,15.1,normal,6,1,1.02,603.43
29.04,23.4,19.9,same_day,19,2,0.78,633.2
37.41,8.5,53.1,same_day,16,5,1.49,1434.57
39.02,7.6,57.3,express,1,2,0.89,688.48
6.78,10.9,8.0,normal,8,5,1.48,224.07
36.41,24.8,47.9,express,11,6,0.71,545.29
15.05,14.6,41.5,same_day,20,5,0.79,400.02
39.45,11.7,50.5,express,16,0,1.43,1186.72
28.68,15.9,30.1,same_day,3,4,0.69,525.7
41.3,18.6,39.4,normal,8,0,0.93,563.7
5.87,17.3,67.2,same_day,10,6,1.37,455.7
9.75,13.4,10.7,normal,17,2,1.45,292.06
24.44,18.7,32.7,express,14,4,0.62,328.66
4.87,18.4,17.0,express,20,3,0.99,219.47
11.71,22.9,34.8,same_day,1,3,0.55,250.2
32.79,24.9,71.7,same_day,23,3,0.86,852.77
37.7,8.7,47.5,normal,9,3,1.25,691.73
40.92,2.8,28.0,same_day,19,4,0.75,775.55
13.48,12.7,72.6,same_day,13,4,0.59,290.97
9.05,24.2,3.7,express,8,4,1.18,340.68
33.22,8.7,50.9,express,19,1,0.96,687.83
34.26,12.2,11.2,normal,6,2,1.11,532.69
11.73,5.8,65.9,same_day,8,4,0.95,416.48
35.03,15.4,54.6,normal,0,6,1.05,575.92
10.05,13.3,7.0,same_day,11,0,1.3,448.84
8.44,17.2,72.0,same_day,18,5,0.94,362.51
27.25,8.0,61.7,normal,3,2,1.05,458.85
12.63,18.5,17.2,same_day,7,0,1.4,621.86
43.15,22.4,30.2,normal,22,0,0.78,492.91
6.66,16.4,12.0,normal,7,1,1.4,247.66
39.5,22.0,51.5,same_day,18,1,0.94,963.27
32.11,7.1,21.9,same_day,0,2,1.34,1090.99
24.52,14.1,41.5,express,16,0,0.67,351.45
29.21,14.4,48.7,normal,22,1,1.26,546.71
27.52,17.6,56.7,same_day,3,1,1.19,989.06
26.35,11.6,35.4,same_day,9,1,1.18,871.28
2.58,16.2,10.3,normal,6,6,0.52,80
18.38,6.6,71.7,express,20,1,1.19,531.34
34.15,1.9,55.3,normal,21,2,0.78,392.48
44.87,15.6,13.0,same_day,8,1,1.31,1424.69
24.15,4.1,5.6,express,16,1,1.08,547.75
38.21,0.7,56.6,express,10,6,1.39,1059.01
6.06,2.8,48.1,express,13,6,0.51,107.93
43.82,15.7,57.0,same_day,3,3,1.05,1232.08
39.29,18.8,72.0,express,7,3,0.73,585.82
35.11,22.7,56.1,normal,4,5,0.55,289.1
30.42,15.7,19.8,same_day,12,4,0.61,526.01
22.42,11.9,11.2,same_day,15,3,1.25,796.73
35.6,19.8,16.9,normal,2,6,0.95,502.5
2.41,11.5,7.3,same_day,17,1,1.14,217.03
6.79,16.8,74.2,express,18,3,0.92,262.29
10.9,14.0,27.4,same_day,17,2,0.98,382.76
19.78,21.1,45.7,same_day,12,3,0.53,344.28
16.5,2.5,32.5,normal,10,2,1.45,393.75
34.57,22.8,49.9,express,16,6,1.49,1148.15
12.21,19.1,66.9,express,19,0,0.61,227.94
26.41,13.6,10.0,express,23,5,1.35,755.6
33.68,0.7,63.0,same_day,3,3,1.05,881.25
11.55,8.5,54.6,same_day,4,3,1.19,506.95
36.56,13.4,34.8,normal,22,5,0.65,346.41
7.61,15.8,67.9,same_day,7,3,1.33,490.82
2.97,2.4,49.3,express,19,4,0.67,112.78
39.42,5.4,76.1,normal,19,4,1.07,588.61
4.77,20.1,35.1,same_day,3,3,0.71,203.43
25.3,12.0,61.4,normal,4,0,1.15,467.2
3.68,18.3,77.1,normal,16,6,0.87,152.27
12.23,4.8,59.1,normal,16,6,1.02,252.22
24.38,23.2,5.6,same_day,8,5,1.01,698.23
24.69,19.9,52.4,normal,21,1,0.68,282.53
18.28,4.8,78.8,normal,13,0,1.4,432.55
41.19,13.3,17.6,same_day,4,1,1.12,1126.87
23.31,15.0,22.1,normal,2,4,0.77,275.71
6.28,0.7,49.5,express,22,1,0.83,180.15
22.61,14.9,63.4,same_day,5,3,1.02,703.59
19.86,13.1,19.8,normal,5,1,1.37,465.14
30.44,6.9,15.9,same_day,23,0,1.08,876.81
10.78,10.7,69.1,same_day,18,1,0.55,242.02
12.62,6.5,54.2,express,12,4,1.12,385.34
42.77,3.0,47.6,same_day,14,2,1.34,1447.83
21.24,8.9,13.6,normal,17,6,1.06,354.36
12.57,6.2,56.0,same_day,9,2,1.2,499.29
32.97,15.3,27.4,express,1,5,0.75,509.32
12.98,13.8,31.5,normal,9,6,1.34,334.81
7.32,16.0,51.1,same_day,2,0,1.08,388.64
5.39,12.1,55.6,normal,7,5,0.56,92.45
7.18,4.9,52.6,express,2,2,0.84,205.97
28.01,13.1,65.1,same_day,2,2,0.66,522.4
37.84,10.6,25.6,same_day,16,4,1.19,1196.91
19.47,2.2,69.7,same_day,4,4,0.59,350.28
32.85,5.1,39.8,normal,6,3,0.81,384.39
12.41,16.1,67.3,express,16,3,1.05,393.29
19.26,23.3,17.4,same_day,11,0,0.72,414.62
5.61,18.3,64.3,express,16,3,1.05,271.43
12.34,24.1,71.6,same_day,15,1,0.53,258.59
20.94,13.9,62.7,same_day,21,4,1.4,874.99
3.71,24.3,11.0,normal,22,3,1.02,151.63
25.17,9.0,1.4,normal,14,0,1.0,353.12
11.61,20.3,53.5,express,17,0,0.85,306.09
32.68,23.9,33.7,express,9,1,1.45,1056.64
13.65,12.8,13.1,same_day,2,0,1.11,514.38
14.94,20.3,58.3,normal,11,6,1.07,318.26
34.88,18.0,14.4,normal,18,1,1.21,621.08
27.23,6.7,24.4,normal,15,2,0.63,252.93
18.22,0.6,28.3,normal,21,6,1.13,309.7
2.82,5.5,68.8,express,9,0,0.53,99.09
8.01,14.7,16.7,express,15,3,0.87,219.27
16.88,4.3,15.2,express,0,6,1.04,381.11
25.98,17.4,69.3,express,7,2,1.31,789.94
32.57,18.2,28.4,same_day,3,5,1.47,1241.46
6.01,19.9,42.3,normal,23,6,1.01,186.78
39.7,7.5,56.6,same_day,14,0,0.52,521.55
5.1,19.2,26.1,same_day,17,6,0.91,269.99
33.14,16.6,54.0,same_day,22,1,1.27,1197.44
2.22,11.1,4.4,express,2,1,0.7,96.25
2.89,16.0,31.9,express,3,2,0.93,164.07
17.58,1.5,56.6,express,16,5,1.47,622.47
10.32,14.5,7.5,same_day,15,4,0.96,352.45
39.52,12.6,56.4,express,8,0,0.81,674.62
10.56,5.5,18.5,express,19,4,1.13,304.85
6.89,9.2,40.6,normal,18,3,0.52,91.75
38.21,1.7,70.2,same_day,2,6,1.17,1103.37
34.46,24.1,52.6,normal,2,6,1.26,667.59
16.23,24.1,76.7,same_day,21,0,1.19,711.63
30.17,6.2,69.6,normal,4,3,0.61,267.24
7.72,24.9,68.1,express,10,0,1.1,339.94
36.63,17.3,39.6,normal,12,2,1.12,620.01
5.57,11.4,5.0,express,19,1,0.92,181.8
8.14,21.8,38.0,same_day,20,5,1.43,528.21
41.44,11.4,67.8,normal,0,1,0.62,359.92
30.08,15.2,65.0,normal,13,6,1.11,512.32
38.82,4.1,20.7,normal,23,2,1.23,666.85
16.25,4.9,24.5,normal,15,3,1.15,317.28
39.32,6.8,36.3,express,20,2,0.78,616.83
31.78,12.6,21.1,normal,10,6,1.12,543.79
33.5,20.2,59.5,normal,13,1,1.06,579.79
5.6,15.8,5.8,same_day,22,4,1.25,325.04
37.42,16.5,18.4,same_day,10,3,1.49,1388.74
14.29,9.4,17.0,normal,19,0,0.79,205.62
23.75,3.3,77.1,express,5,5,1.0,529.7
6.7,14.1,77.4,same_day,8,1,0.78,272.85
23.97,1.8,75.0,normal,17,1,1.33,514.82
21.35,5.7,53.7,express,22,1,0.84,419.19
22.38,8.9,58.4,normal,6,2,0.65,247.53
44.25,11.0,64.7,express,23,4,1.04,894.95
44.1,8.3,18.9,normal,20,1,1.21,699.94
33.14,8.4,48.6,express,18,1,1.07,716.97
1.39,3.4,58.8,normal,18,2,0.6,80
19.03,6.0,49.9,same_day,8,6,1.08,613.44
4.87,11.7,56.6,express,11,4,1.26,288.76
22.0,10.0,33.9,same_day,4,5,0.87,522.69
13.1,3.4,51.0,express,6,6,1.15,381.45
3.31,5.4,3.7,express,4,3,0.52,80
11.19,2.5,13.6,same_day,13,5,0.65,228.46
33.55,4.5,47.5,express,1,1,0.79,523.72
33.62,9.2,62.2,express,8,5,1.35,987.72
10.19,2.5,79.5,express,9,3,1.18,352.98
39.62,15.9,2.5,same_day,1,2,0.84,844.85
5.51,9.8,26.2,same_day,12,1,0.52,136.06
25.58,15.7,17.7,same_day,19,0,0.59,420.25
34.52,19.6,52.8,same_day,10,0,1.28,1265.49
21.05,5.2,31.4,same_day,10,4,0.66,406.3
12.87,12.2,41.7,same_day,20,4,0.73,321.02
25.57,21.7,10.2,express,23,5,1.23,732.03
6.18,10.6,74.0,normal,12,2,1.09,192.93
23.19,21.3,5.1,same_day,18,5,1.04,693.01
35.13,21.4,32.1,same_day,17,3,0.78,735.08
13.45,15.1,27.5,same_day,7,6,0.68,318.52
16.39,10.5,34.1,express,3,1,0.79,319.53
40.06,16.6,55.7,same_day,6,4,1.26,1361.74
3.13,3.8,58.9,same_day,16,5,0.94,201.36
8.96,5.9,66.0,same_day,18,0,1.24,473.71
32.09,6.9,61.3,same_day,7,3,1.46,1202.0
26.48,24.5,11.9,normal,16,2,0.52,228.5
39.84,3.3,39.1,same_day,21,3,0.88,843.18
19.36,8.0,77.1,normal,22,3,0.61,213.42
28.92,3.3,12.4,same_day,12,2,0.66,468.05
7.18,3.5,10.5,same_day,18,6,0.99,268.65
9.26,19.5,53.9,same_day,0,0,1.15,481.06
36.06,24.0,44.4,same_day,5,4,0.99,991.28
5.5,13.1,7.9,express,15,4,1.03,203.31
6.66,21.1,25.4,same_day,1,4,0.79,265.63
19.46,19.2,56.5,same_day,2,0,0.78,499.06
44.56,8.4,34.1,same_day,2,1,1.12,1260.65
8.16,11.7,31.2,normal,17,3,1.23,240.87
36.55,11.8,55.9,express,1,4,1.01,757.77
27.71,9.1,6.6,same_day,16,5,1.14,837.94
33.43,3.3,64.2,express,14,2,0.72,498.24
30.1,16.4,68.8,express,12,1,1.05,738.03
36.69,18.1,2.3,same_day,7,3,1.14,1040.14
11.93,11.5,23.4,same_day,7,3,1.08,432.21
24.07,15.2,71.2,normal,21,5,0.56,233.55
18.15,14.4,26.2,normal,9,2,1.22,361.51
25.12,12.6,30.0,express,4,6,0.72,407.33
7.77,24.1,77.3,normal,9,6,0.54,121.66
27.65,2.7,43.0,express,7,3,1.29,769.63
6.95,4.1,33.0,normal,0,5,0.84,129.86
17.22,14.8,36.8,express,18,0,0.8,344.81
43.06,23.8,29.2,same_day,0,2,1.34,1520.58
8.52,7.3,42.1,normal,2,0,0.77,139.2
40.08,17.3,72.1,normal,23,1,1.44,885.98
10.43,11.9,61.1,express,11,3,0.98,305.17
30.64,3.3,12.1,same_day,2,5,0.56,434.31
13.75,16.2,18.3,express,3,2,1.2,415.05
3.11,4.5,75.4,express,21,6,0.75,145.79
17.26,1.5,13.7,same_day,16,5,0.65,312.85
37.93,15.6,47.7,express,12,1,0.66,496.08
35.85,22.3,29.8,same_day,20,5,1.01,1003.76
11.12,2.9,14.1,same_day,14,1,1.3,448.54
5.28,10.1,35.1,normal,13,6,0.83,122.57
29.0,12.5,77.3,normal,6,2,0.56,250.97
24.7,24.2,68.8,express,12,0,1.18,683.11
39.58,12.4,35.6,same_day,5,2,1.49,1570.08
39.71,10.6,26.9,express,2,6,1.25,979.65
1.8,4.9,60.6,same_day,0,1,1.04,212.67
42.57,9.1,29.8,express,12,1,1.39,1155.59
16.28,4.2,33.2,express,15,5,1.33,480.53
10.01,13.2,42.0,normal,17,2,0.76,157.43
14.63,18.8,62.6,same_day,14,4,1.02,546.59
39.11,2.5,20.8,express,2,0,1.27,944.1
31.23,1.0,14.4,same_day,17,5,0.87,667.04
30.63,9.2,63.7,same_day,19,5,0.9,726.37
27.26,23.1,40.8,express,16,6,0.88,553.77
21.9,22.1,37.8,same_day,6,0,1.42,917.87
6.54,13.2,76.1,same_day,16,2,0.83,300.8
36.92,13.2,64.3,express,0,2,1.19,955.89
40.95,12.6,11.7,normal,5,4,0.83,461.72
23.88,18.8,50.4,normal,7,0,0.55,211.11
19.38,10.2,66.9,normal,12,0,0.71,230.89
41.03,19.4,33.1,normal,5,3,1.26,720.09
6.38,8.3,62.2,express,6,0,1.16,274.55
31.5,24.2,32.8,same_day,22,2,0.87,790.3
36.93,17.4,77.1,normal,20,1,1.16,643.82
8.45,24.9,7.5,same_day,12,2,1.37,502.19
10.57,5.4,36.2,express,0,4,1.01,292.53
28.02,4.2,78.0,normal,5,2,1.21,516.07
15.69,7.8,79.2,normal,12,5,1.11,316.8
38.38,17.9,13.7,normal,21,0,0.58,324.47
33.73,18.7,39.7,normal,3,3,0.82,431.57
